Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
LOC114670614	.	6.66133814775097E-16	2.671065982774654E-14	1.000014790550971E0	1.000014790550971E0	1.000186609839973E0	1.000171816747737E0	3.913018010801323E-4	4.114573903694969E-4
SH3BGRL3	.	6.66133814775097E-16	2.671065982774654E-14	1.035502101003102E0	1.035502101003102E0	1.16795885213727E0	1.127915482745864E0	0.1694137482193441E0	0.1524781309020036E0
TBC1D10C	TBC1D10C	6.66133814775097E-16	2.671065982774654E-14	0.9813912468889854E0	-1.018961604935855E0	1.261768513495553E0	1.285693669568956E0	0.2480575112017482E0	0.2932675464785417E0
TACC1	TACC1	6.66133814775097E-16	2.671065982774654E-14	0.97866497097876E0	-1.021800135545776E0	1.639368514821982E0	1.675106970654579E0	0.4501808423346858E0	0.5029044760026424E0
BTN3A1	.	6.66133814775097E-16	2.671065982774654E-14	0.9325750367832132E0	-1.072299772733956E0	1.67998864680314E0	1.801451444162633E0	0.4707682706597447E0	0.5488843253980685E0
ARF1	ARF1	6.66133814775097E-16	2.671065982774654E-14	1.008543048405991E0	1.008543048405991E0	1.4509117896896E0	1.438621575928539E0	0.3726572661767735E0	0.3985060812693058E0
SMARCAD1	SMARCAD1	7.771561172376181E-16	3.080008255331258E-14	0.9742416752222773E0	-1.026439358357202E0	1.273636717814726E0	1.307310855413921E0	0.2419211881515727E0	0.2924232447611213E0
THRAP3	THRAP3	7.771561172376181E-16	3.080008255331258E-14	0.9761634814891783E0	-1.024418572260517E0	1.895282049885735E0	1.941562131574931E0	0.5573394162684158E0	0.6117928067656628E0
ARGLU1	ARGLU1	7.771561172376181E-16	3.080008255331258E-14	0.9769408448152379E0	-1.023603430348051E0	2.242446902050331E0	2.295376341312078E0	0.651268383804414E0	0.7045814378700745E0
CASC3	CASC3	7.771561172376181E-16	3.080008255331258E-14	0.9792848045755304E0	-1.021153392075198E0	1.410938844815128E0	1.440784987393629E0	0.3467688398696609E0	0.396133984538857E0
RBM39	RBM39	7.771561172376181E-16	3.080008255331258E-14	1.017000583180066E0	1.017000583180066E0	3.150504038252444E0	3.097838969178476E0	0.7972020027066263E0	0.8281617367499384E0
IQGAP1	IQGAP1	7.771561172376181E-16	3.080008255331258E-14	1.023381097731456E0	1.023381097731456E0	3.013771093252068E0	2.944915730740716E0	0.7712709147901176E0	0.7996713326862286E0
HNRNPK	HNRNPK	8.881784197001174E-16	3.472896497680191E-14	1.000221545826698E0	1.000221545826698E0	1.943136051142232E0	1.942705652812349E0	0.580062086722131E0	0.6191718858439587E0
ACTN1	ACTN1	8.881784197001174E-16	3.472896497680191E-14	0.9654758433641866E0	-1.035758695438215E0	1.810188839666236E0	1.874918831069517E0	0.4901389751890939E0	0.5506775305172849E0
CWF19L1	CWF19L1	8.881784197001174E-16	3.472896497680191E-14	0.9775505513966212E0	-1.022965000194932E0	1.198737802616902E0	1.22626681648767E0	0.1886839491436847E0	0.234425649907519E0
EIF4A2	EIF4A2	8.881784197001174E-16	3.472896497680191E-14	0.968834191976999E0	-1.032168360985902E0	2.023909781741936E0	2.089015642203909E0	0.603758449664763E0	0.6631332786638294E0
SLC35E2B	.	8.881784197001174E-16	3.472896497680191E-14	0.9805397579206679E0	-1.019846458975411E0	1.257048444164537E0	1.281996404541753E0	0.2434340280970208E0	0.2892575868207003E0
PPM1B	PPM1B	8.881784197001174E-16	3.472896497680191E-14	0.9534926451408284E0	-1.048775787727553E0	1.596022622095304E0	1.673869882718996E0	0.4267654457532496E0	0.4947316728758691E0
TAX1BP1	TAX1BP1	8.881784197001174E-16	3.472896497680191E-14	1.001663616391267E0	1.001663616391267E0	1.826773280664018E0	1.823739278107561E0	0.5246889754656926E0	0.5620659617529199E0
ANKZF1	ANKZF1	9.992007221626442E-16	3.826527110154696E-14	0.9765551657935271E0	-1.024007690530644E0	1.413804262312949E0	1.447746437513463E0	0.3534673555571878E0	0.4053811321810083E0
FMNL1	FMNL1	9.992007221626442E-16	3.826527110154696E-14	0.9571250420729636E0	-1.044795565931675E0	1.878671562457206E0	1.962827718297221E0	0.5521989922260866E0	0.6178936036199725E0
PCED1B	PCED1B	9.992007221626442E-16	3.826527110154696E-14	0.9270475644822869E0	-1.078693303680112E0	1.781232485064915E0	1.92140355393701E0	0.4801899620612128E0	0.559102828634951E0
MARK2	MARK2	9.992007221626442E-16	3.826527110154696E-14	0.9442470347905247E0	-1.059044893079112E0	1.829518451320963E0	1.937542172665472E0	0.5299542565546178E0	0.6021343243119521E0
SELL	SELL	9.992007221626442E-16	3.826527110154696E-14	0.9523078277794907E0	-1.050080626063648E0	1.241490531516455E0	1.303665154586889E0	0.2047318989531726E0	0.2685109504009878E0
SEC62	SEC62	9.992007221626442E-16	3.826527110154696E-14	0.9870897930807723E0	-1.013079060293931E0	1.376500134033553E0	1.394503462281183E0	0.3128190895377089E0	0.3558904095518139E0
LOC100427967	.	9.992007221626442E-16	3.826527110154696E-14	0.9798652719505188E0	-1.020548465820613E0	1.2318522821902E0	1.25716495670683E0	0.2222722307888418E0	0.2670670965047899E0
NAP1L4	NAP1L4	9.992007221626442E-16	3.826527110154696E-14	0.9487446329719972E0	-1.05402440788249E0	2.365703838086242E0	2.493509587164186E0	0.682890441586683E0	0.7486238260365758E0
MAPK8IP3	MAPK8IP3	9.992007221626442E-16	3.826527110154696E-14	0.9580017912069304E0	-1.043839384413007E0	1.471224062170743E0	1.535721619389911E0	0.368443525207486E0	0.4333204575339871E0
LOC106999979	.	9.992007221626442E-16	3.826527110154696E-14	0.9999427908460098E0	-1.000057212427065E0	1.000178095874569E0	1.000235318490931E0	1.906767921050885E-4	6.24122109186872E-4
RPL10A	RPL10A	9.992007221626442E-16	3.826527110154696E-14	1.047631757771259E0	1.047631757771259E0	1.449586765650039E0	1.383679670740321E0	0.3659679669358372E0	0.3544210580940228E0
LOC711961	.	1.110223024625153E-15	4.212256188049049E-14	0.9649736612407701E0	-1.036297714814509E0	1.582204930498206E0	1.63963535384354E0	0.4063662743379655E0	0.4665417446469388E0
HCFC2	HCFC2	1.110223024625153E-15	4.212256188049049E-14	0.9771868470739133E0	-1.023345742929715E0	1.128278034462428E0	1.154618523408232E0	0.1283617035789475E0	0.1714942605626103E0
PPP1R2	PPP1R2	1.110223024625153E-15	4.212256188049049E-14	0.9936763083188246E0	-1.006363935245547E0	1.411499062245415E0	1.420481750876696E0	0.3332804326679716E0	0.3709100751070107E0
TM9SF3	TM9SF3	1.110223024625153E-15	4.212256188049049E-14	0.9654356553632613E0	-1.035801810762555E0	1.794568565704952E0	1.858817369894751E0	0.5106383733457132E0	0.5715549571720102E0
LOC717978	.	1.110223024625153E-15	4.212256188049049E-14	0.9666771861327883E0	-1.034471501288367E0	1.229330028137692E0	1.271706879786469E0	0.2234290068863743E0	0.2792341148292034E0
TRRAP	TRRAP	1.221245327087668E-15	4.56571607658918E-14	0.9241901104907521E0	-1.082028457834279E0	2.200519202086649E0	2.381024398668534E0	0.6302784754857991E0	0.7061257243254975E0
PITRM1	PITRM1	1.221245327087668E-15	4.56571607658918E-14	0.9815164710446034E0	-1.01883160344291E0	1.310402803412773E0	1.33507978935712E0	0.2660604398159748E0	0.3119019274211367E0
LOC107000013	.	1.221245327087668E-15	4.56571607658918E-14	1.04860061487605E0	1.04860061487605E0	1.124052392159614E0	1.071954733015756E0	0.1316112820697949E0	0.08791296477094074E0
FLT3LG	FLT3LG	1.221245327087668E-15	4.56571607658918E-14	0.9680072201446313E0	-1.033050145897247E0	1.32103370593072E0	1.364694062646912E0	0.2714170986612621E0	0.3267871445694626E0
SPEN	SPEN	1.221245327087668E-15	4.56571607658918E-14	0.9823275691955107E0	-1.017990364272238E0	2.486877901061913E0	2.531617740402596E0	0.6999166332597567E0	0.7496320452029747E0
TRAF1	TRAF1	1.221245327087668E-15	4.56571607658918E-14	1.001165203220308E0	1.001165203220308E0	1.327955974327352E0	1.326410436615158E0	0.2800118797985526E0	0.3090542812723149E0
RNF145	RNF145	1.221245327087668E-15	4.56571607658918E-14	0.9809975335203828E0	-1.019370554797855E0	2.087070026687823E0	2.12749773100674E0	0.5965233884130792E0	0.6480669767355616E0
ERCC5	.	1.221245327087668E-15	4.56571607658918E-14	0.9888375641489584E0	-1.011288442364797E0	1.372668111917851E0	1.38816339678523E0	0.3128845835050876E0	0.3533952292882296E0
SLC41A1	SLC41A1	1.332267629550171E-15	4.935665402953161E-14	0.9861868389607013E0	-1.014006636971404E0	1.178865944740986E0	1.195377892066924E0	0.1722656150522284E0	0.2091969674664443E0
SPOCK2	SPOCK2	1.332267629550186E-15	4.935665402953161E-14	0.925427911832422E0	-1.080581196238094E0	2.501937652656257E0	2.703546781620428E0	0.6855653195822611E0	0.7579569674445221E0
LOC723069	.	1.332267629550186E-15	4.935665402953161E-14	0.9926071462047603E0	-1.007447915142971E0	1.219797466216129E0	1.228882414236118E0	0.2015711117337201E0	0.2346709853412065E0
UBE2K	UBE2K	1.332267629550186E-15	4.935665402953161E-14	0.9665216493845279E0	-1.034637972813947E0	1.695947879090748E0	1.754692075620564E0	0.4805246380715915E0	0.5407764844683906E0
TFG	TFG	1.332267629550193E-15	4.935665402953161E-14	0.990261704627897E0	-1.009834062376231E0	1.297245911904247E0	1.310003109119223E0	0.2560140358708498E0	0.2931688777526763E0
ARID2	ARID2	1.443289932012711E-15	5.318068308046868E-14	0.9647726211843958E0	-1.036513659324575E0	2.78457608716106E0	2.886251149771017E0	0.7253321787187939E0	0.7819082324960691E0
KMT2D	KMT2D	1.443289932012719E-15	5.318068308046868E-14	0.9542599968879297E0	-1.047932432734516E0	1.783196924288583E0	1.868669890914441E0	0.516790466482036E0	0.584217287013379E0
GLE1	GLE1	1.443289932012719E-15	5.318068308046868E-14	0.9969199265212163E0	-1.0030895896419E0	1.235906940338003E0	1.239725385619224E0	0.2239364400552963E0	0.253451960959802E0
MYO9B	.	1.554312234475205E-15	5.655815870999696E-14	0.9569295293275892E0	-1.045009030814082E0	1.55031107162286E0	1.620089070416946E0	0.4116116625401864E0	0.477837220464179E0
U2AF1	.	1.554312234475222E-15	5.655815870999696E-14	1.019039231571614E0	1.019039231571614E0	1.528563907001736E0	1.50000496511239E0	0.4119884567202244E0	0.429773683731506E0
GPR174	GPR174	1.554312234475222E-15	5.655815870999696E-14	0.9313969216861856E0	-1.073656114505529E0	1.684920327922969E0	1.809025012529156E0	0.4508881894405013E0	0.5285920366576924E0
CABIN1	CABIN1	1.554312234475222E-15	5.655815870999696E-14	0.942449671738001E0	-1.061064617016491E0	1.664470923285616E0	1.766111202751138E0	0.453884723794861E0	0.5269658834503772E0
UBAP2L	UBAP2L	1.554312234475222E-15	5.655815870999696E-14	0.9711216246366001E0	-1.029737135525333E0	1.539146092304675E0	1.584915888244826E0	0.4152767548068927E0	0.4717792288017766E0
USP32	.	1.554312234475222E-15	5.655815870999696E-14	0.9734116603028465E0	-1.027314589275499E0	1.665880468749008E0	1.711383309534962E0	0.4341692118923686E0	0.4887203913227783E0
INO80D	INO80D	1.554312234475222E-15	5.655815870999696E-14	0.991265974168757E0	-1.008810981168366E0	1.640444269325414E0	1.654898192890195E0	0.4468928558983561E0	0.4895390514181998E0
WWP1	WWP1	1.665334536937737E-15	5.995790718376214E-14	0.978974581604114E0	-1.0214769809053E0	2.579542349485299E0	2.634943131269608E0	0.6888793561872224E0	0.7406997304423284E0
DDX46	DDX46	1.665334536937737E-15	5.995790718376214E-14	0.988595272664904E0	-1.011536295641343E0	1.513602880201428E0	1.531064250511019E0	0.3930238679571092E0	0.4366941491239769E0
SMG7	SMG7	1.665334536937737E-15	5.995790718376214E-14	0.9863945858057838E0	-1.013793074688363E0	1.937636791562068E0	1.964362760547004E0	0.5509929981490492E0	0.598498746301907E0
CSNK1D	CSNK1D	1.665334536937737E-15	5.995790718376214E-14	0.9704915550047211E0	-1.030405669006708E0	1.339314481629364E0	1.380037234453678E0	0.3013893777122918E0	0.3563666679178216E0
LOC114670940	.	1.665334536937746E-15	5.995790718376214E-14	0.9999382155835306E0	-1.000061788234019E0	1.000319138915668E0	1.000380946868717E0	5.971932392356315E-4	4.133884860897451E-4
FAM49B	.	1.665334536937746E-15	5.995790718376214E-14	0.9908888500493134E0	-1.009194926303019E0	1.422903632147791E0	1.435987126181688E0	0.3401934204749847E0	0.3804505521577627E0
PRPF8	PRPF8	1.776356839400231E-15	6.339702856149201E-14	0.9537262064058843E0	-1.048518949446192E0	1.637908710288053E0	1.717378320199997E0	0.4563116959136569E0	0.524452806508777E0
FBRSL1	FBRSL1	1.776356839400241E-15	6.339702856149201E-14	0.979079016549917E0	-1.021368023516431E0	1.419464924794739E0	1.449796084688502E0	0.3408047143386388E0	0.3902602464281202E0
DDX18	DDX18	1.776356839400241E-15	6.339702856149201E-14	0.9993570362166737E0	-1.000643377451727E0	1.416996931459429E0	1.417908595334296E0	0.3401896333261759E0	0.3737755185203539E0
NUP205	NUP205	1.776356839400241E-15	6.339702856149201E-14	0.9843209694246358E0	-1.01592877837859E0	1.356147371416315E0	1.377749142344313E0	0.2988382189718848E0	0.3423734641872522E0
LOC720035	.	1.776356839400241E-15	6.339702856149201E-14	0.9683471820529496E0	-1.032687468434559E0	1.19305087931856E0	1.232048692277109E0	0.1922006640078644E0	0.2461316751402574E0
CDC16	CDC16	1.887379141862769E-15	6.700851293592644E-14	0.9620966687692472E0	-1.039396593358171E0	1.328831066580373E0	1.381182483752144E0	0.2855727349707078E0	0.345629032189107E0
THOC2	THOC2	1.887379141862769E-15	6.700851293592644E-14	0.9950344596404084E0	-1.004990319994934E0	2.079214344893888E0	2.089590289812965E0	0.5993478682037143E0	0.6422100714063645E0
AKAP9	AKAP9	1.887379141862769E-15	6.700851293592644E-14	1.014704736472323E0	1.014704736472323E0	2.996260769067213E0	2.952840034514749E0	0.762358548012348E0	0.7960527771944419E0
ST13	ST13	1.998401444325298E-15	7.070468777932932E-14	1.002972142912783E0	1.002972142912783E0	1.282730490141646E0	1.278929329399322E0	0.2590751882100564E0	0.2854065329839269E0
C2CD5	C2CD5	1.998401444325298E-15	7.070468777932932E-14	0.9702889642715338E0	-1.030620811760724E0	1.351729463066445E0	1.393120516506427E0	0.2822288989040069E0	0.3359906082947867E0
RNPC3	RNPC3	2.109423746787771E-15	7.399265115233387E-14	0.9943936029562975E0	-1.005638005943557E0	1.35411162720028E0	1.361746116602675E0	0.2962990711467864E0	0.3316419058582773E0
CALM1	.	2.109423746787783E-15	7.399265115233387E-14	1.065780741018345E0	1.065780741018345E0	3.126314582016218E0	2.933356235194352E0	0.784699878108361E0	0.7895241107828284E0
UBL3	UBL3	2.109423746787783E-15	7.399265115233387E-14	0.9729869911193997E0	-1.027762970242308E0	1.439872585329312E0	1.479847725068524E0	0.327921600745377E0	0.3803887600799132E0
TMEM106B	TMEM106B	2.109423746787783E-15	7.399265115233387E-14	0.9625594270607911E0	-1.038896894972537E0	1.107479117317899E0	1.150556616228491E0	0.1100170520478603E0	0.1622356545425546E0
GLIPR1	.	2.109423746787806E-15	7.399265115233387E-14	1.011272931722959E0	1.011272931722959E0	1.335317541545134E0	1.320432397285749E0	0.2710792956806394E0	0.2925936838974657E0
USP3	USP3	2.220446049250321E-15	7.709358524137405E-14	0.9723733155809213E0	-1.028411602803573E0	2.027149347086705E0	2.084743909159656E0	0.568463446552624E0	0.6246751468874433E0
DHX15	DHX15	2.220446049250321E-15	7.709358524137405E-14	0.9823426925026731E0	-1.017974692164037E0	1.684019664775249E0	1.714289399847769E0	0.4789583505644032E0	0.5279804376642612E0
CPSF3	CPSF3	2.220446049250321E-15	7.709358524137405E-14	0.9868883193219763E0	-1.013285880905989E0	1.313719347174559E0	1.331173265965014E0	0.2694175205155855E0	0.3099675949146409E0
NPM1	NPM1	2.220446049250321E-15	7.709358524137405E-14	1.010746247225186E0	1.010746247225186E0	1.666400581640056E0	1.648683421991272E0	0.4631522172064362E0	0.4911699154285902E0
JAK3	JAK3	2.220446049250321E-15	7.709358524137405E-14	0.9712845261695182E0	-1.029564430459659E0	1.149898729109555E0	1.183894830121965E0	0.1656101095704898E0	0.2158390588110415E0
TOP2B	TOP2B	2.220446049250333E-15	7.709358524137405E-14	0.9375860711787604E0	-1.06656874578221E0	1.975790204205856E0	2.107316080028616E0	0.5723370578116724E0	0.6458169511184102E0
FUBP1	FUBP1	2.331468351712807E-15	8.026688180560131E-14	0.9345347441871068E0	-1.070051173827504E0	1.951466945409923E0	2.088169495621462E0	0.5669900325656312E0	0.6421996797741587E0
MED13	MED13	2.33146835171282E-15	8.026688180560131E-14	0.9575139889429203E0	-1.044371164857846E0	1.839590504506874E0	1.921215278053276E0	0.5342225802105344E0	0.5995205882298437E0
PITPNM2	PITPNM2	2.33146835171282E-15	8.026688180560131E-14	0.9493270107776026E0	-1.053377802008278E0	1.210506034521879E0	1.275120185962414E0	0.1655208127494591E0	0.2247141919368459E0
FYCO1	FYCO1	2.33146835171282E-15	8.026688180560131E-14	0.9473771909476454E0	-1.055545784250639E0	1.508284404079255E0	1.592063244176845E0	0.3783589474580009E0	0.4488732149492401E0
SMAP1	.	2.33146835171282E-15	8.026688180560131E-14	0.9861531910548467E0	-1.014041235246972E0	1.808355257434413E0	1.833746799014149E0	0.4998234675012814E0	0.5468261074010463E0
CD53	CD53	2.442490654175347E-15	8.352664528074555E-14	0.9403318350517026E0	-1.063454370812636E0	1.84275212371228E0	1.959682800286092E0	0.5410966353191792E0	0.6150453345809953E0
CNOT1	CNOT1	2.442490654175347E-15	8.352664528074555E-14	0.9442460807407356E0	-1.059045963119621E0	2.329910765677216E0	2.467482590819402E0	0.670474365402189E0	0.7376972155961206E0
LOC114671461	.	2.442490654175347E-15	8.352664528074555E-14	0.978214530396499E0	-1.022270646086877E0	1.121858907585185E0	1.146843430275426E0	0.1257557488292219E0	0.1660533099010124E0
GIT2	GIT2	2.442490654175347E-15	8.352664528074555E-14	0.9830531518631143E0	-1.01723899476317E0	1.950795186055939E0	1.984424934052374E0	0.5658956730428931E0	0.6157770381357576E0
LOC100424995	.	2.553512956637855E-15	8.67430896399414E-14	0.9999553303616099E0	-1.000044671633856E0	1.000169622222304E0	1.000214301433461E0	2.036506992043784E-4	9.538686381612705E-4
RNF4	RNF4	2.553512956637855E-15	8.67430896399414E-14	0.9825331607526799E0	-1.017777353421781E0	1.576170493161091E0	1.604190633070999E0	0.4349111820506162E0	0.4830250243626102E0
ATP8A1	ATP8A1	2.553512956637883E-15	8.67430896399414E-14	0.9345407590811164E0	-1.070044286760961E0	2.154291771895204E0	2.30518760253261E0	0.5700764245215629E0	0.6418253426843182E0
CCDC88C	CCDC88C	2.553512956637883E-15	8.67430896399414E-14	0.9120730312537493E0	-1.096403430134739E0	2.993774402489374E0	3.282384523938929E0	0.7649409393251871E0	0.832241245780627E0
AATF	AATF	2.664535259100374E-15	9.02148113387461E-14	0.9317306699437626E0	-1.073271528198549E0	1.496770758534429E0	1.606441439375148E0	0.3707080355695958E0	0.4482599222564388E0
RBM27	RBM27	2.664535259100374E-15	9.02148113387461E-14	0.9915097983638703E0	-1.008562902404131E0	1.572143386166438E0	1.585605496547482E0	0.4218492202311256E0	0.4634365326136909E0
YME1L1	YME1L1	2.775557561562942E-15	9.381843327927631E-14	0.9992607772510106E0	-1.000739769603509E0	1.505826299123982E0	1.506940263648239E0	0.3875608561511092E0	0.4210552252580992E0
LOC704199	.	2.886579864025392E-15	9.724968405159787E-14	0.9999438283726486E0	-1.00005617478278E0	1.000105677264004E0	1.000161857983182E0	3.768698204512763E-4	3.322280340520882E-4
ZFC3H1	ZFC3H1	2.886579864025424E-15	9.724968405159787E-14	1.004759586614502E0	1.004759586614502E0	2.157417953268186E0	2.147198177563571E0	0.6178171625950906E0	0.6539891080606337E0
LDLRAP1	LDLRAP1	3.1086244689504E-15	1.038747882190131E-13	0.9486941428280814E0	-1.054080503774351E0	1.260643662753231E0	1.328819907114869E0	0.2386807777506587E0	0.3059780105158008E0
FAM168B	FAM168B	3.1086244689504E-15	1.038747882190131E-13	0.9718108172605271E0	-1.029006862486813E0	1.31668699132259E0	1.354879949818059E0	0.2776369146815479E0	0.3309694035961421E0
URI1	URI1	3.108624468950417E-15	1.038747882190131E-13	0.9508229020443623E0	-1.051720565259737E0	1.58924041273042E0	1.671436825210455E0	0.4243217715064486E0	0.4931873449300772E0
RPL9	RPL9	3.108624468950417E-15	1.038747882190131E-13	1.058929808205804E0	1.058929808205804E0	1.588528916136013E0	1.500126735338138E0	0.4467478071361245E0	0.4277416934120464E0
REV3L	REV3L	3.108624468950417E-15	1.038747882190131E-13	1.016720358749245E0	1.016720358749245E0	2.749659243136469E0	2.704440035526642E0	0.70175468930603E0	0.7346484151994346E0
IST1	IST1	3.219646771412952E-15	1.065400913841341E-13	0.9864159927764191E0	-1.013771073586659E0	1.345810451018296E0	1.364343705772963E0	0.305186679930999E0	0.3468965856304872E0
RAB3GAP1	RAB3GAP1	3.219646771412952E-15	1.065400913841341E-13	0.9726213810399773E0	-1.02814930814162E0	1.579231581522576E0	1.623685857937833E0	0.4083494811142581E0	0.4630062552595273E0
