Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
MACROD1	MACROD1	0.001673351050451411E0	0.004254634959807453E0	0.9940087936454519E0	-1.006027317255993E0	1.097340403960934E0	1.103954422713427E0	0.08624171169782155E0	0.09872971479879195E0
PLAAT4	PLAAT4	0.001679118183350315E0	0.004268767634201137E0	1.004323292095474E0	1.004323292095474E0	1.026648403916964E0	1.022229009321201E0	0.03126740169278315E0	0.0300959671024025E0
APEX1	APEX1	0.001681619148188875E0	0.004274594354314792E0	1.002475391995609E0	1.002475391995609E0	1.047167868161498E0	1.044582117947974E0	0.05490864789033807E0	0.05815007491797115E0
ZFYVE28	ZFYVE28	0.001682840322339782E0	0.004277166864510133E0	1.009319758844542E0	1.009319758844542E0	1.04484629351026E0	1.035198493197427E0	0.04608816562514755E0	0.04157119810140193E0
TMEM120A	.	0.001683902253178051E0	0.004279334047159331E0	0.9993020031954541E0	-1.000698484344386E0	1.032994847349879E0	1.033716378078585E0	0.03936227243125809E0	0.0450272089351766E0
TBC1D8	TBC1D8	0.001686204732880391E0	0.004284652930840456E0	1.007113428999088E0	1.007113428999088E0	1.030057255074279E0	1.022781769574847E0	0.02771754685651559E0	0.02602843285163924E0
CR2	CR2	0.001690183225307564E0	0.004294228718789873E0	1.000416474251487E0	1.000416474251487E0	1.155590553364731E0	1.155109480008659E0	0.1365437078895864E0	0.1462970166799313E0
LOC106997387	.	0.00169481585975095E0	0.004305463892162353E0	0.9959034424031089E0	-1.004113408411368E0	1.061912188216742E0	1.066280266743887E0	0.0707904305910807E0	0.08221677078029313E0
LYRM9	.	0.001696034252994585E0	0.004308023906811484E0	0.997587560505216E0	-1.002418273433123E0	1.015060729860903E0	1.017515424256932E0	0.01683000945595273E0	0.02299338266692039E0
VAMP8	VAMP8	0.001696951415395052E0	0.004309498434549252E0	1.003135990618653E0	1.003135990618653E0	1.029936845089241E0	1.026717069989742E0	0.03674874889695678E0	0.03768603542145183E0
MOSPD1	MOSPD1	0.001697036229507341E0	0.004309498434549252E0	1.002050150144027E0	1.002050150144027E0	1.027047364119531E0	1.024946070784891E0	0.03018231341269673E0	0.03180411586662046E0
SIRT6	SIRT6	0.001697780537238015E0	0.004310853238951751E0	1.002035152068853E0	1.002035152068853E0	1.020629470761433E0	1.018556553284771E0	0.02417024362912315E0	0.02553916919216536E0
IKZF2	IKZF2	0.001706834325547302E0	0.004333303781184645E0	1.028012741764418E0	1.028012741764418E0	1.888441635456793E0	1.836982713089321E0	0.3278673448416651E0	0.3321958820495412E0
SNAP91	SNAP91	0.001712432715664013E0	0.004346925264681221E0	1.000782695486119E0	1.000782695486119E0	1.001123476701129E0	1.000340514695696E0	0.001200046343629069E0	0.001247993908999962E0
FRS3	FRS3	0.001712624785209614E0	0.004346925264681221E0	0.9962597084389436E0	-1.003754333864326E0	1.02141195927709E0	1.025246680785232E0	0.02490033874407513E0	0.03266307018816347E0
ADCY10	ADCY10	0.001716952798436978E0	0.004357369660962546E0	1.002176388920776E0	1.002176388920776E0	1.037669198484685E0	1.035415731158994E0	0.03882566214939244E0	0.04185234574379022E0
TMEM184B	.	0.001722477176333782E0	0.004370635447177512E0	0.995278831744482E0	-1.004743563416538E0	1.089043604026392E0	1.094209551425466E0	0.09466120780565986E0	0.1067823039199692E0
FASTKD3	FASTKD3	0.00172260741830077E0	0.004370635447177512E0	0.9994394751184426E0	-1.000560839245909E0	1.015714020689079E0	1.016283672974502E0	0.01722248708085335E0	0.0213832369534006E0
CUBN	CUBN	0.001724375902457772E0	0.004374579730214792E0	1.009604037488156E0	1.009604037488156E0	1.030840789667548E0	1.021034733807353E0	0.03300886888174889E0	0.02619690918144413E0
FASTKD5	FASTKD5	0.001725006988438918E0	0.004375637920314547E0	0.9951308678856949E0	-1.004892956566256E0	1.054777768299561E0	1.059938750106903E0	0.06293042690059986E0	0.0743838737386347E0
SLC6A16	SLC6A16	0.001727052826147489E0	0.004380284049946193E0	0.9965283632103968E0	-1.003483731038441E0	1.001929408178041E0	1.005419860755638E0	0.00277084741370307E0	0.008710564969119447E0
LOC114674077	.	0.001727814313659315E0	0.00438167196358296E0	0.9970635964872027E0	-1.002945051371992E0	1.002797598211745E0	1.005750888654188E0	0.003497539230957869E0	0.00901900481743155E0
LOC106999181	.	0.001729720573448332E0	0.004385962272413935E0	0.9951518169832503E0	-1.004871802406438E0	1.054048849118206E0	1.059183966837842E0	0.05391970932445186E0	0.06490013734214842E0
GTDC1	GTDC1	0.00173019954934528E0	0.004386632876780434E0	1.003541146849879E0	1.003541146849879E0	1.613475387803083E0	1.607781995653881E0	0.3689326591431371E0	0.3817626522744982E0
PRKCD	PRKCD	0.001733543463445232E0	0.004394565988280029E0	0.9947700980895524E0	-1.005257397584117E0	1.063783006396075E0	1.069375736603926E0	0.07306798057561695E0	0.08523540014868367E0
ARMCX2	ARMCX2	0.00173521571961721E0	0.004398259973496772E0	1.001537926435688E0	1.001537926435688E0	1.021267336084559E0	1.019699113860905E0	0.0260021266645428E0	0.02802588021833467E0
CRYGN	CRYGN	0.001739174649987296E0	0.00440774836934443E0	0.9997459476089098E0	-1.000254116950109E0	1.000190719761848E0	1.000444885177082E0	1.471224743488596E-4	0.00115135811622788E0
LOC114670753	.	0.00174125686727422E0	0.004412478678532565E0	1.000404587693515E0	1.000404587693515E0	1.000688063145702E0	1.000283360807891E0	0.001277820651204906E0	6.749999289191764E-4
SMC1B	SMC1B	0.0017418987755099E0	0.004413558413973171E0	1.002397678233025E0	1.002397678233025E0	1.007154347483748E0	1.004745291568421E0	0.009005027716242781E0	0.00752884333978361E0
KIAA1755	KIAA1755	0.001745345281362277E0	0.00442174318680111E0	1.000005098083645E0	1.000005098083645E0	1.00025391452771E0	1.000248815175584E0	9.014019600150189E-4	3.236295237696777E-4
VAMP1	VAMP1	0.001746915427519811E0	0.004425172859256799E0	1.003566830908073E0	1.003566830908073E0	1.074997503478165E0	1.07117679697072E0	0.08870537622522079E0	0.09232821137959923E0
RBM48	RBM48	0.001750058465202154E0	0.004432585535469909E0	1.00760154286026E0	1.00760154286026E0	1.055894122046485E0	1.047928250535562E0	0.06217982502861309E0	0.05952547615827573E0
LRRIQ1	LRRIQ1	0.001750331200245479E0	0.004432727312076785E0	1.001482403307161E0	1.001482403307161E0	1.003432905871656E0	1.001947615412966E0	0.004327048944229351E0	0.00399744718551966E0
LOC106997839	.	0.001751185998207563E0	0.004434342949894089E0	0.9853510724544924E0	-1.014866708886831E0	1.043366840641632E0	1.058878271723624E0	0.03799584304538262E0	0.05317177767069639E0
PIP4P1	PIP4P1	0.001758002619558495E0	0.004451052812922028E0	1.002979696739688E0	1.002979696739688E0	1.040456194077388E0	1.037365160490808E0	0.04888806283293452E0	0.05073971459484526E0
PPA1	PPA1	0.001761037479997006E0	0.004458184756862934E0	1.001841023325277E0	1.001841023325277E0	1.04522821471413E0	1.043307461342363E0	0.05109940879349337E0	0.05512220132670269E0
SLC9A2	SLC9A2	0.001761791155641235E0	0.0044595406774184E0	1.002994096994548E0	1.002994096994548E0	1.032483880413776E0	1.02940175172276E0	0.03647263552409487E0	0.03758052008905235E0
IAH1	IAH1	0.001763759362207849E0	0.004463970167964171E0	1.002442283725223E0	1.002442283725223E0	1.04116876668922E0	1.038632132335922E0	0.04623074719653528E0	0.04909174848423349E0
GPR171	GPR171	0.001763982711268655E0	0.004463982978027968E0	1.003530936185162E0	1.003530936185162E0	1.051758328439006E0	1.048057703569335E0	0.05829564908763768E0	0.06066190632575218E0
PDGFD	PDGFD	0.001764772243426858E0	0.004465428406097408E0	0.9985071609075158E0	-1.001495070992908E0	1.044847586500141E0	1.046409707818728E0	0.03644750305983867E0	0.04366228500384198E0
SCML2	SCML2	0.00177133424103182E0	0.004481444356128804E0	0.9983497483168406E0	-1.001652979515387E0	1.022722213162061E0	1.024412752030349E0	0.02143910926191411E0	0.02728566643147769E0
ALMS1	ALMS1	0.001771540155254046E0	0.004481444356128804E0	0.9895270083387708E0	-1.010583836088326E0	1.445158735077352E0	1.460454058251023E0	0.3387800394244439E0	0.3609268081358492E0
LOC106999685	.	0.001773474252761087E0	0.004485782123557728E0	1.0017571155241E0	1.0017571155241E0	1.032364642872525E0	1.030553840720574E0	0.03438740097234413E0	0.03737643469598198E0
NCKAP5	NCKAP5	0.001783494402058606E0	0.004510568949059919E0	0.9990324427678655E0	-1.000968494305804E0	1.029666079320467E0	1.030663305055169E0	0.02572053700713804E0	0.03211777371826495E0
C14H11orf24	C14H11orf24	0.001789414757385145E0	0.004524982291149526E0	1.002280939076552E0	1.002280939076552E0	1.0184428388192E0	1.016125119327859E0	0.02120789623492939E0	0.02243065614300947E0
RCE1	RCE1	0.001790663289713001E0	0.004527579658089869E0	0.997627683210054E0	-1.002377958059777E0	1.007503721622315E0	1.009899523217402E0	0.008974382383486783E0	0.01426686352165484E0
LOC114678900	.	0.001791985366070505E0	0.004530362311304467E0	1.002798863934121E0	1.002798863934121E0	1.007679224845922E0	1.004866739569942E0	0.008533400271381367E0	0.007288752091637967E0
TRIM34	.	0.00179349210719382E0	0.0045336110744269E0	0.9976686698389605E0	-1.002336777961982E0	1.020703170270031E0	1.023088326944043E0	0.02352028796107625E0	0.03026082131707733E0
LOC100427042	.	0.001794299345727391E0	0.004535091041913873E0	0.9954544882051475E0	-1.004566267819083E0	1.06929901272836E0	1.074181718399158E0	0.08051984429084788E0	0.09217016092131325E0
ELMOD2	ELMOD2	0.001796317708499859E0	0.004539631381465908E0	0.9891903585015484E0	-1.010927766739282E0	1.058364451415856E0	1.069930011266076E0	0.06293100425974794E0	0.07879872561693678E0
FHOD1	FHOD1	0.001800847298914054E0	0.004550156730283843E0	1.001192068063623E0	1.001192068063623E0	1.054710767638948E0	1.053454977603683E0	0.06282272267528209E0	0.06821161748814424E0
CDH20	CDH20	0.001800927558675669E0	0.004550156730283843E0	0.9972979766256129E0	-1.002709344085435E0	1.014433021386218E0	1.017181469492781E0	0.01183952593252325E0	0.01749585545730569E0
TTLL5	TTLL5	0.001804639346592026E0	0.004558971542656818E0	0.9892230835888505E0	-1.010894323626225E0	1.415417192461265E0	1.430837205422062E0	0.3020556529296043E0	0.3231570884838817E0
PNKD	PNKD	0.001805409760009759E0	0.004560354445676825E0	0.9997300056299457E0	-1.000270067286701E0	1.019553079757433E0	1.019828427691331E0	0.02206270910283925E0	0.02594238742267695E0
ARID5B	ARID5B	0.001812046767633025E0	0.004576553834518386E0	0.9931954329445484E0	-1.006851186412807E0	3.183267633182875E0	3.205076793139666E0	0.7204189213200257E0	0.7421668382167917E0
ALG3	ALG3	0.001812856431439691E0	0.004578033344398824E0	1.002947196627965E0	1.002947196627965E0	1.024339616893822E0	1.021329557864842E0	0.03090582147670694E0	0.03125087070740163E0
RAPH1	RAPH1	0.001816517662659111E0	0.004586712705442501E0	1.004361697057948E0	1.004361697057948E0	1.06326531526946E0	1.058647814212804E0	0.06742400504597604E0	0.0694419692463184E0
LOC114670802	.	0.001820152919971844E0	0.004595324347336321E0	0.999927262138119E0	-1.000072743153062E0	1.000275758646631E0	1.000348521859247E0	3.693533592949226E-4	8.991361902969688E-4
ANKRD50	ANKRD50	0.00182871582528432E0	0.004616373117771182E0	1.003012697301181E0	1.003012697301181E0	1.007427559436452E0	1.004401601442485E0	0.008644450397663235E0	0.006972701784252034E0
SKIL	SKIL	0.001836090528156138E0	0.004634364097280711E0	0.9969920455664371E0	-1.003017029520886E0	1.17854944387212E0	1.182105162336107E0	0.1731488392535852E0	0.1863581778295844E0
RBM18	RBM18	0.001836295955025213E0	0.004634364097280711E0	0.995855623820809E0	-1.004161623512543E0	1.091650630893845E0	1.096193669826855E0	0.09896359012057152E0	0.1109031177602672E0
PGAP1	PGAP1	0.001837784686382406E0	0.004637548967981268E0	0.9967199484013484E0	-1.00329084574249E0	1.142703895290303E0	1.146464357539046E0	0.1301460523790679E0	0.1423036962459061E0
RP9	RP9	0.001838492365003328E0	0.004638762352167558E0	0.9961300625826851E0	-1.003884972015884E0	1.031921212355228E0	1.035930197387825E0	0.03541707923583795E0	0.04448123750798305E0
ALAS1	ALAS1	0.001843332281501354E0	0.004650400340081753E0	1.003987717113305E0	1.003987717113305E0	1.051899216331297E0	1.047721200569813E0	0.05886116511439192E0	0.06027329738850455E0
FAM162A	FAM162A	0.001843918300197254E0	0.004651304951157499E0	0.9814439812666829E0	-1.018906854683003E0	1.083219361383843E0	1.103699632439342E0	0.08601517888977259E0	0.1072603572579982E0
CACTIN	CACTIN	0.00184612270824036E0	0.004656291241183445E0	0.9952970779636052E0	-1.004725144020333E0	1.037162473401637E0	1.042063215460945E0	0.04503259802719217E0	0.0553400232522686E0
MIB2	MIB2	0.001857098421564896E0	0.004683396561968447E0	0.9926318691436582E0	-1.007422823188921E0	1.024461998617225E0	1.03206639889673E0	0.03068329434144286E0	0.04243876226086231E0
HIST1H1D	.	0.001867781069454956E0	0.004709756210894432E0	1.003943485753454E0	1.003943485753454E0	1.085075956280733E0	1.0808137825272E0	0.08315727292734024E0	0.08774278505892721E0
FAM160B2	.	0.001870638391936129E0	0.004716379622129679E0	0.9930033961613106E0	-1.0070459012182E0	1.03844628116773E0	1.045763071085245E0	0.04547403120416795E0	0.05796262066309756E0
LOC722722	.	0.001875718424665497E0	0.004728604756460726E0	0.9944098437942367E0	-1.005621581725734E0	1.016268081161029E0	1.02198111523453E0	0.0199910099877653E0	0.02962186596258947E0
SLC24A3	SLC24A3	0.001881977594410558E0	0.004743799063933923E0	1.021572086615813E0	1.021572086615813E0	1.22947663969982E0	1.203514324449426E0	0.1207603775957394E0	0.1191842042461837E0
LOC106996841	.	0.001882299328821446E0	0.004744025298792035E0	0.9959760953377362E0	-1.004040161888523E0	1.038805564764369E0	1.043002507416716E0	0.04567156734975417E0	0.0546214869645907E0
NDUFA8	NDUFA8	0.001885627224729404E0	0.004751827078954568E0	1.002913224283379E0	1.002913224283379E0	1.031600472935035E0	1.028603919020167E0	0.03567130855516645E0	0.0369169031335467E0
BBIP1	BBIP1	0.001886867409176652E0	0.004754366500451273E0	1.003291209986284E0	1.003291209986284E0	1.072450851807107E0	1.06893276960113E0	0.07798953836548435E0	0.08119567488557021E0
LOC696031	.	0.001891028475047074E0	0.004764264175768468E0	0.9977002552079101E0	-1.002305045809185E0	1.069275004071736E0	1.071739731938738E0	0.07576024256691677E0	0.08517607810626107E0
LOC704937	.	0.001891335236618109E0	0.004764450060216843E0	1.000099624821621E0	1.000099624821621E0	1.000124055573148E0	1.000024428317861E0	4.415782352243526E-4	2.078371584020177E-4
SLC39A6	SLC39A6	0.001894100455403833E0	0.004770828219363025E0	0.9973899134671357E0	-1.002616916912455E0	1.041699337581271E0	1.044425378195481E0	0.04677880184455717E0	0.05504221090429474E0
MINPP1	.	0.00189565154428817E0	0.004774147054272547E0	0.9952223831780569E0	-1.004800552020029E0	1.071089471036914E0	1.076231291760732E0	0.07603954653487867E0	0.08774917585228924E0
MED10	MED10	0.001899342595541701E0	0.004782676483440247E0	1.000345769050008E0	1.000345769050008E0	1.030548483627033E0	1.030192275022773E0	0.0359285131723451E0	0.04016765514957436E0
FDXACB1	.	0.001899506034156562E0	0.004782676483440247E0	0.9983116011714007E0	-1.001691254340447E0	1.016715029918039E0	1.018434553625385E0	0.02081406673372413E0	0.02643194007936151E0
LOC697805	.	0.001918294766570461E0	0.004829389139033107E0	0.9995485870473955E0	-1.000451616818286E0	1.003333435059557E0	1.003786557313179E0	0.003770505895729044E0	0.006593147216773722E0
LOC106993775	.	0.001919340332355302E0	0.004831267001401243E0	1.005760127254071E0	1.005760127254071E0	1.041035070931271E0	1.035072919199439E0	0.04861422021995446E0	0.04686522364801554E0
CLEC18A	CLEC18A	0.001919612481190212E0	0.004831267001401243E0	0.9948568293543388E0	-1.005169759601489E0	1.010845369275565E0	1.016071196828998E0	0.01356317167567153E0	0.02195204640303239E0
LOC106997048	.	0.001919749420703497E0	0.004831267001401243E0	1.002541498867906E0	1.002541498867906E0	1.012064240797293E0	1.009498601245076E0	0.01318986074221398E0	0.01299724540317423E0
CIP2A	CIP2A	0.001926021471289175E0	0.004846454914219716E0	1.009140843851573E0	1.009140843851573E0	1.053960074050517E0	1.044413255564886E0	0.05776637603219861E0	0.05324306181434105E0
ETFB	ETFB	0.001928650492492579E0	0.004852473249443066E0	0.9981173146579652E0	-1.001886236531905E0	1.028547471084714E0	1.030487554899472E0	0.03172847576478764E0	0.03834931981420139E0
LOC107000844	.	0.00192901275171853E0	0.004852787645792096E0	0.991610349627961E0	-1.008460632117431E0	1.072101558959287E0	1.081172215842166E0	0.08236652684494264E0	0.0971954692157164E0
STMN1	STMN1	0.001931215151946278E0	0.004857730609754169E0	1.001166186002103E0	1.001166186002103E0	1.055711917342249E0	1.054482194967011E0	0.06000816535776144E0	0.06532136666406177E0
STX5	STX5	0.001933638339200237E0	0.004863227651782664E0	0.9866001038012608E0	-1.013581892143647E0	1.09080610060265E0	1.105621311410667E0	0.1041193772450314E0	0.1240610403498201E0
ZNF219	ZNF219	0.001936135617258137E0	0.004868909662189978E0	1.008568282999648E0	1.008568282999648E0	1.023629519395045E0	1.014933283793738E0	0.02699703335282164E0	0.01988140828548631E0
ZDHHC4	ZDHHC4	0.001941763462024906E0	0.004882461920374934E0	1.003583234642631E0	1.003583234642631E0	1.017489863300357E0	1.013856975861776E0	0.01958684819236188E0	0.01872909598182396E0
LOC701826	.	0.00194433228714397E0	0.004888320048204351E0	1.001794368240494E0	1.001794368240494E0	1.039628269230319E0	1.037766134637265E0	0.04534695808205381E0	0.04927335872366256E0
LOC106995194	.	0.001945181680048758E0	0.004889854377012551E0	0.9914472638486691E0	-1.008626516470609E0	1.025081400093997E0	1.033924281675623E0	0.02280389336461035E0	0.03428104855267004E0
PNMA8B	.	0.001945853400768137E0	0.004890941746031023E0	0.9982790015381774E0	-1.001723965403631E0	1.002658441411824E0	1.004386989876476E0	0.0031340570036071E0	0.006661281543649642E0
ROMO1	ROMO1	0.001948216247061209E0	0.004896279003613338E0	1.002648545062113E0	1.002648545062113E0	1.040512623064595E0	1.03776405819263E0	0.04712264942531436E0	0.04928337437998778E0
TIPIN	TIPIN	0.00195019379419659E0	0.004900646730317064E0	1.003720129368679E0	1.003720129368679E0	1.020148356853412E0	1.016367338866728E0	0.0246132320101725E0	0.02424640873757125E0
LOC114678894	.	0.001950835941665786E0	0.004901658066969569E0	1.006553728260788E0	1.006553728260788E0	1.01578403581819E0	1.00917020850278E0	0.01851801739235773E0	0.01204499129955914E0
CAPN3	CAPN3	0.001954411347154239E0	0.004910038335295355E0	0.9903264422088113E0	-1.00976804958334E0	1.075416030378768E0	1.085920747486227E0	0.08205073032957219E0	0.09798357291098189E0
HSDL2	HSDL2	0.00195660508290052E0	0.004914945823033488E0	1.001933792591222E0	1.001933792591222E0	1.03881523123666E0	1.036810255246561E0	0.04222880039744221E0	0.04547145737407986E0
DMAC1	DMAC1	0.001957683847395697E0	0.004917051667801768E0	1.001464852769756E0	1.001464852769756E0	1.009196828512308E0	1.007720666103427E0	0.01078662286329433E0	0.0121622658005935E0
NKAIN3	NKAIN3	0.001958766678437417E0	0.004919167207914181E0	1.002692146081535E0	1.002692146081535E0	1.01026625611508E0	1.007553774170013E0	0.006995551816946484E0	0.008863457416804325E0
SLC16A5	SLC16A5	0.001959409425247641E0	0.004920177154508135E0	0.9970137364181059E0	-1.002995208062652E0	1.053870228327392E0	1.057026788932266E0	0.06206024533055118E0	0.07111751512284945E0
LOC693877	.	0.001969856249782408E0	0.004945802370540239E0	0.9938152949585974E0	-1.006223193658597E0	1.017787181698392E0	1.024121068433338E0	0.02157589388524603E0	0.03151336358004686E0
FAM219A	FAM219A	0.001971546436001838E0	0.004949438327551876E0	0.9946995810309092E0	-1.005328663116152E0	1.08899022386423E0	1.094793085903985E0	0.09003368080132479E0	0.1028122105526787E0
MTFR1	MTFR1	0.001975837956170623E0	0.004959603069067049E0	0.9894341981120522E0	-1.010678630178852E0	1.055763971302477E0	1.067038084308173E0	0.06139971398459655E0	0.07722900247144172E0
C20H16orf95	.	0.001979951712340223E0	0.004969319160205885E0	1.004036562449379E0	1.004036562449379E0	1.007756073465428E0	1.003704557339003E0	0.009376034510344914E0	0.005938540821067359E0
CTNNBIP1	.	0.001980579414868954E0	0.004970284578975347E0	0.9968161697015412E0	-1.003193999450683E0	1.068080917311847E0	1.071492367175026E0	0.07059179510719756E0	0.08027826885708982E0
LOC100430902	.	0.001981260178392508E0	0.00497138290161065E0	1.001855161977029E0	1.001855161977029E0	1.013654087775751E0	1.011777077412506E0	0.01540202810097872E0	0.01632410518091627E0
VCPKMT	VCPKMT	0.001985603069734942E0	0.004981668847513136E0	1.002714037222738E0	1.002714037222738E0	1.041811378161799E0	1.038991516511877E0	0.04836079022066705E0	0.05049784632753815E0
SLC23A1	SLC23A1	0.001986510240115532E0	0.004983333465451746E0	0.9999337875395813E0	-1.000066216844799E0	1.010722693935814E0	1.010789620803573E0	0.01310460006401089E0	0.01630203684664006E0
LOC720938	.	0.001990495610522891E0	0.004992617243148816E0	0.9995371251509189E0	-1.000463089201425E0	1.000212020956587E0	1.000675208342628E0	7.00110935986165E-4	0.001204087929481687E0
ING2	ING2	0.001990699315434496E0	0.004992617243148816E0	1.007575569857861E0	1.007575569857861E0	1.035332585507345E0	1.027548321416129E0	0.04026721490709231E0	0.03606448789780847E0
LOC114677059	.	0.001993785437418126E0	0.004999743984696589E0	0.9999417000666947E0	-1.000058303332386E0	1.042135296852043E0	1.042196056812646E0	0.04334817304827218E0	0.04900995754441814E0
LOC114675624	.	0.001995507748148828E0	0.005003449417562964E0	1.001622711952412E0	1.001622711952412E0	1.022501016630333E0	1.020844480090936E0	0.02628155272279885E0	0.02819763942640437E0
PIP5KL1	PIP5KL1	0.001995819691594681E0	0.005003618081783894E0	1.001141394945135E0	1.001141394945135E0	1.031847207366733E0	1.030670804919899E0	0.03405343844533797E0	0.03756314441762254E0
LOC114669892	.	0.001996800634982642E0	0.005005463714806942E0	0.9998543852898507E0	-1.000145635916881E0	1.000091802315062E0	1.000237451601658E0	1.449457880793092E-4	9.222561584591981E-4
NCKIPSD	NCKIPSD	0.0019978941961728E0	0.005007591164570873E0	0.9958661336465082E0	-1.004151026140788E0	1.020520882976895E0	1.024757091839351E0	0.02366810490743251E0	0.03189711461668709E0
LOC694508	.	0.001998139787254937E0	0.005007592971735719E0	0.9940760488952586E0	-1.005959253430686E0	1.010757502953902E0	1.016780863070971E0	0.01274022679313268E0	0.02136023468525416E0
ZNF852	ZNF852	0.002003451156748495E0	0.005020288709166366E0	0.9995653935431357E0	-1.000434795421762E0	1.014975214581826E0	1.015416521158328E0	0.01886851356671298E0	0.02273038762207507E0
ZDHHC15	ZDHHC15	0.002006437471629208E0	0.005027155880276563E0	1.001205714684549E0	1.001205714684549E0	1.099633388149121E0	1.098309140690017E0	0.08747167052326313E0	0.09412819803950273E0
MPI	MPI	0.002012396951098673E0	0.005041469759888259E0	1.000780177210174E0	1.000780177210174E0	1.021046309823632E0	1.020250333764556E0	0.02423273536870801E0	0.02708256614591562E0
BRMS1L	BRMS1L	0.002013277287528203E0	0.005043057389754011E0	0.9982206793826329E0	-1.001782492242565E0	1.074979325540047E0	1.076895467848739E0	0.07821645403162439E0	0.08705819438735057E0
SPCS1	SPCS1	0.002014096791109757E0	0.00504449226922162E0	1.004894655316655E0	1.004894655316655E0	1.043899182013639E0	1.038814542888273E0	0.0504821949179871E0	0.05041777554253755E0
LOC114680229	.	0.00201557176588496E0	0.005047568284637208E0	0.999761676325453E0	-1.00023838048626E0	1.000655548391485E0	1.00089408514769E0	0.001291478422609976E0	0.001208344759713045E0
FAM32A	FAM32A	0.002017005879198396E0	0.005050541230513923E0	1.005790262577675E0	1.005790262577675E0	1.07316815275016E0	1.066990000479629E0	0.08236662898284403E0	0.08275240768527684E0
TEFM	TEFM	0.00202213065404866E0	0.005062753657602241E0	0.9958526039152953E0	-1.004164668615013E0	1.017023605104609E0	1.021259171393515E0	0.02129442286232249E0	0.02973351435456199E0
C7H14orf28	C7H14orf28	0.002022718087448359E0	0.005063604466681228E0	0.9997808363128439E0	-1.000219211730407E0	1.038682316250858E0	1.038910007598747E0	0.04551397845557376E0	0.05077567390981158E0
TNFSF10	TNFSF10	0.002023609195888953E0	0.005065215184324246E0	1.005041480185147E0	1.005041480185147E0	1.054038644598515E0	1.048751385270528E0	0.06096630060235578E0	0.06137320612779901E0
PLCG2	PLCG2	0.002025455424954468E0	0.00506921593933654E0	0.9869888531179595E0	-1.013182668518431E0	1.113143688749925E0	1.127817893012099E0	0.09401506830955825E0	0.1122165230839561E0
LOC114669846	.	0.002026354549133911E0	0.005070845635069565E0	0.9959679578974873E0	-1.004048365281775E0	1.004983312028351E0	1.00905185157753E0	0.006314200790611759E0	0.01261783884583054E0
GUK1	GUK1	0.002030835220134143E0	0.005080982857076227E0	0.9986112534039981E0	-1.001390677895195E0	1.056104089292579E0	1.057572789904583E0	0.06731353249940092E0	0.07569708439594058E0
CCDC107	CCDC107	0.002030902389913989E0	0.005080982857076227E0	0.9966271448457648E0	-1.003384269806094E0	1.037559284112271E0	1.041070664669524E0	0.04201566782578684E0	0.05067327073376921E0
CCDC197	CCDC197	0.002035026893290716E0	0.005090678895143136E0	1.00011811206544E0	1.00011811206544E0	1.00017585006461E0	1.00005773118042E0	4.463477339282871E-4	2.582997558635289E-4
LOC717853	.	0.002040518539399127E0	0.005103452316271144E0	0.9967829301996589E0	-1.003227452741086E0	1.028294363145628E0	1.031613134606607E0	0.03596719613602018E0	0.04455785318400975E0
LOC114679640	.	0.002040632253797024E0	0.005103452316271144E0	0.9994346536948499E0	-1.000565666102391E0	1.01413776098838E0	1.014711424342926E0	0.01654833684919083E0	0.020717000047591E0
THAP6	THAP6	0.002042983118481502E0	0.005108706868787811E0	0.9947430338731337E0	-1.005284747867394E0	1.046137017848006E0	1.05166558822208E0	0.05189113291630883E0	0.06283332881897133E0
LOC706802	.	0.002048631056725592E0	0.005122203828101034E0	0.9954600656751171E0	-1.004560639327911E0	1.01917362180985E0	1.023821705111445E0	0.02218081631665059E0	0.03055828114541752E0
MRPS36	MRPS36	0.002065868450086386E0	0.005164671125215964E0	1.0024224566789E0	1.0024224566789E0	1.022706367225412E0	1.02023489239628E0	0.02677630139188925E0	0.0280774174142578E0
ARAP2	ARAP2	0.002071905917840346E0	0.005178924795098878E0	1.003427470452035E0	1.003427470452035E0	2.62445610351874E0	2.615491583399094E0	0.627882240856062E0	0.6444173086545242E0
C1QTNF1	C1QTNF1	0.002072076414352031E0	0.005178924795098878E0	0.9995492135075215E0	-1.000450989792585E0	1.011876838184329E0	1.012333184309704E0	0.0140665349150289E0	0.01753189633679037E0
ATP6AP2	ATP6AP2	0.002074395268352736E0	0.005184086916511482E0	1.00234907155907E0	1.00234907155907E0	1.095421850106127E0	1.092854656314781E0	0.1036387548901463E0	0.1087762553630219E0
LOC114674888	.	0.002074920145663791E0	0.005184765026738089E0	0.9991470674267606E0	-1.000853660688247E0	1.018824883516807E0	1.019694614268073E0	0.02062519693615267E0	0.0252765315680421E0
USP54	USP54	0.00207574336458016E0	0.005186188369659654E0	0.9904949823521876E0	-1.009596229983155E0	1.074022554664535E0	1.084329122106191E0	0.07524994546161874E0	0.09045891630433002E0
STAMBP	STAMBP	0.002078236279350661E0	0.005191782544920721E0	0.9915038912995364E0	-1.008568911100619E0	1.070411083382347E0	1.079583340796967E0	0.07785315653237945E0	0.09282351832778774E0
