Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
KAT2B	KAT2B	0.0E0	0.0E0	0.9993268441563385E0	-1.00067360928769E0	1.41182311291341E0	1.412774130074844E0	0.3000340254403603E0	0.3247045982578562E0
KAT2A	.	0.0E0	0.0E0	0.9897907388283572E0	-1.010314565262277E0	1.039027550389482E0	1.049744667867279E0	0.04914364932847032E0	0.07046879481991349E0
KARS	.	0.0E0	0.0E0	1.002116466138005E0	1.002116466138005E0	1.137263928190125E0	1.134862031129931E0	0.143944451053829E0	0.1606979746603618E0
KANSL3	KANSL3	0.0E0	0.0E0	0.977153765039936E0	-1.023380388816422E0	1.486775896396218E0	1.521537294936846E0	0.3718322329918549E0	0.4250715405818638E0
KANSL2	KANSL2	0.0E0	0.0E0	0.9885029020477211E0	-1.011630818613139E0	1.343221023227674E0	1.35884378330619E0	0.29829256942953E0	0.342030947994814E0
KANSL1L	KANSL1L	0.0E0	0.0E0	0.9764391553131114E0	-1.024129352616276E0	1.198221902448322E0	1.227134221245042E0	0.1708507232106358E0	0.2116330228359284E0
KAT8	KAT8	0.0E0	0.0E0	0.9945009431897115E0	-1.005529463645003E0	1.043873337650251E0	1.049645397320776E0	0.05070916648274672E0	0.06653187355487307E0
ITFG1	ITFG1	0.0E0	0.0E0	0.9776005901805568E0	-1.022912639419854E0	2.149498404822745E0	2.198749086706E0	0.560479619947829E0	0.6079493146262449E0
LRRC59	LRRC59	0.0E0	0.0E0	0.9972699018801018E0	-1.002737571959959E0	1.0824038374573E0	1.085366995852075E0	0.09543249816645563E0	0.1090296140884295E0
LRRFIP2	LRRFIP2	0.0E0	0.0E0	0.9901504263372554E0	-1.009947552816979E0	1.395464213042503E0	1.409345667005948E0	0.305925216379219E0	0.3409653008739741E0
LSM6	LSM6	0.0E0	0.0E0	0.9925903491217359E0	-1.00746496365275E0	1.080518560466828E0	1.088584592246835E0	0.08849800375597523E0	0.109491585165742E0
RBM38	RBM38	0.0E0	0.0E0	0.9807849850747322E0	-1.019591465221915E0	1.109410365755152E0	1.131145340352676E0	0.1208530427834091E0	0.1561217767672923E0
ITGB7	ITGB7	0.0E0	0.0E0	0.9842855457423214E0	-1.015965340876592E0	1.194302866379387E0	1.213370318751025E0	0.1848826626946081E0	0.2270950682860578E0
RBM34	RBM34	0.0E0	0.0E0	1.018570823872291E0	1.018570823872291E0	1.185728821085749E0	1.164110333121436E0	0.1809262323491067E0	0.1811555816752963E0
ITGB2	ITGB2	0.0E0	0.0E0	0.9566392842575848E0	-1.045326087330886E0	1.406700444896486E0	1.47046067211026E0	0.3417397793068279E0	0.4037979338645967E0
LSM12	LSM12	0.0E0	0.0E0	0.9919656453144138E0	-1.008099428365828E0	1.131974518569252E0	1.141142865094346E0	0.1382242688903777E0	0.164944263646815E0
ITGB1BP1	ITGB1BP1	0.0E0	0.0E0	0.9958594492923054E0	-1.004157766149266E0	1.057951624772522E0	1.062350340225563E0	0.064596976359085E0	0.07809172001792303E0
LSM14A	LSM14A	0.0E0	0.0E0	0.9701144583686978E0	-1.030806201653315E0	1.869667544114944E0	1.927264899503607E0	0.5447457139947152E0	0.6077398220022452E0
LSM14B	LSM14B	0.0E0	0.0E0	0.9914102519372074E0	-1.008664171109799E0	1.047888636433771E0	1.056967722883847E0	0.05619586921097692E0	0.07492135599964209E0
ITGAV	ITGAV	0.0E0	0.0E0	0.9995252391263307E0	-1.000474986378617E0	1.082163120202686E0	1.082677132944224E0	0.08054715502972737E0	0.09143927041016595E0
ITGAL	ITGAL	0.0E0	0.0E0	0.9828074235649813E0	-1.017493331880477E0	1.969725626231118E0	2.00418269032426E0	0.5526741860361668E0	0.6044879837862314E0
LSM4	LSM4	0.0E0	0.0E0	1.000452325526886E0	1.000452325526886E0	1.049789148813733E0	1.04931451707193E0	0.05881796311319904E0	0.06709726920831843E0
RBM33	RBM33	0.0E0	0.0E0	0.9443604817632335E0	-1.058917668952941E0	2.361504437767249E0	2.500638774462522E0	0.6569063935091008E0	0.7283666424493063E0
LSP1	LSP1	0.0E0	0.0E0	0.9459214334421316E0	-1.057170251826392E0	1.493415225126396E0	1.57879414962824E0	0.3785974128935902E0	0.4545355956319353E0
TTC27	TTC27	0.0E0	0.0E0	0.9709852588269471E0	-1.029881752487268E0	1.382247196991162E0	1.423551165607872E0	0.2957591461969393E0	0.3447888043925301E0
RBM28	RBM28	0.0E0	0.0E0	0.9852458995178739E0	-1.014975043782822E0	1.125038865013519E0	1.141886371274473E0	0.1250689799480071E0	0.1574954815145219E0
ITGA6	ITGA6	0.0E0	0.0E0	0.9164935313076853E0	-1.091115175219147E0	2.577584544883633E0	2.812441612332871E0	0.6323077062561809E0	0.7073482852148649E0
ITGA5	ITGA5	0.0E0	0.0E0	0.9711905097671594E0	-1.029664097767746E0	1.22433674472314E0	1.260655589619252E0	0.2008236736292363E0	0.2545009850861935E0
ITGA4	ITGA4	0.0E0	0.0E0	0.9472412870556121E0	-1.055697226953E0	2.652104790216908E0	2.799819672620757E0	0.5726094271354876E0	0.62723171940429E0
TTC28	TTC28	0.0E0	0.0E0	0.9832672732312895E0	-1.017017475537167E0	1.268211050667041E0	1.289792801197732E0	0.1861362229244107E0	0.2145900613894643E0
LSS	LSS	0.0E0	0.0E0	0.9908180577769611E0	-1.009267031571508E0	1.069886186297348E0	1.079800855363686E0	0.07730973318259227E0	0.09803958684921107E0
TTC31	TTC31	0.0E0	0.0E0	0.9802238763366796E0	-1.020175109116122E0	1.13476642701995E0	1.157660463506389E0	0.1449562585718418E0	0.1834144252668124E0
ITGA1	ITGA1	0.0E0	0.0E0	0.9873610517869399E0	-1.012800736053125E0	1.427581669505574E0	1.445855765651194E0	0.2696726026914186E0	0.3016907065572345E0
TTC24	TTC24	0.0E0	0.0E0	0.9961308776095351E0	-1.003884150644692E0	1.040595508920959E0	1.044637338637798E0	0.0504978080307622E0	0.06304763886332615E0
LRRFIP1	LRRFIP1	0.0E0	0.0E0	0.9914030553144508E0	-1.008671493031482E0	2.446306555778116E0	2.467519686029414E0	0.6440255394189789E0	0.6847630280706063E0
ITK	ITK	0.0E0	0.0E0	0.933684940880185E0	-1.071025092315722E0	3.098181575962202E0	3.318230208405788E0	0.7388044855684552E0	0.8005807123535784E0
ITM2B	ITM2B	0.0E0	0.0E0	1.009621474932912E0	1.009621474932912E0	1.730142357960727E0	1.713654474391695E0	0.4914465891672538E0	0.5278603299081023E0
JAK3	JAK3	0.0E0	0.0E0	0.9784560915956957E0	-1.02201826795229E0	1.139762466185464E0	1.164858061567899E0	0.1535647476635271E0	0.200310475848506E0
JAK2	JAK2	0.0E0	0.0E0	0.9594880829864333E0	-1.042222428534466E0	2.119631590003562E0	2.209127583331885E0	0.5770627016130151E0	0.6399068097515154E0
JAK1	JAK1	0.0E0	0.0E0	0.9408109523393416E0	-1.062912796150474E0	5.061757288313741E0	5.3802065927566E0	0.8934300890090978E0	0.9318406778620929E0
RBM45	RBM45	0.0E0	0.0E0	0.995168015221109E0	-1.004855446221126E0	1.046106507601288E0	1.051185821490517E0	0.05341988940341803E0	0.06675154659275723E0
TTC19	TTC19	0.0E0	0.0E0	0.9988057420565772E0	-1.001195685900808E0	1.318013776191269E0	1.319589706680531E0	0.2828053133835731E0	0.3144263889745997E0
RBM43	RBM43	0.0E0	0.0E0	0.9910438395030113E0	-1.009037098198885E0	1.06118338934682E0	1.070773407843373E0	0.06736455516855451E0	0.08611605733768628E0
JADE2	JADE2	0.0E0	0.0E0	0.9587528754324955E0	-1.043021643662761E0	1.628235186481805E0	1.698284540473795E0	0.4366365719386616E0	0.5058847629418896E0
JADE1	JADE1	0.0E0	0.0E0	0.9869864034210786E0	-1.013185183234352E0	1.344430952580165E0	1.36215752103587E0	0.2922756302157695E0	0.3323913327522439E0
IWS1	IWS1	0.0E0	0.0E0	0.9733248735727713E0	-1.027406190010651E0	1.415531016817337E0	1.454325328830204E0	0.332501067624954E0	0.3862154587612921E0
IVNS1ABP	IVNS1ABP	0.0E0	0.0E0	0.9956668122683463E0	-1.004352045963832E0	1.629544732633314E0	1.636636586209854E0	0.4294366555245874E0	0.4702974362330011E0
IVD	IVD	0.0E0	0.0E0	0.9946256109702847E0	-1.005403429160116E0	1.070564135180138E0	1.076348852645945E0	0.0777371747115096E0	0.09344205466385039E0
ITM2A	ITM2A	0.0E0	0.0E0	1.011862223520343E0	1.011862223520343E0	1.123497631976105E0	1.11032668861515E0	0.1251403285966915E0	0.1304538888544551E0
ITSN2	ITSN2	0.0E0	0.0E0	0.9780916976832923E0	-1.022399026971193E0	3.71610416304924E0	3.799341280425141E0	0.8248488777448229E0	0.8699161098366586E0
RBM41	RBM41	0.0E0	0.0E0	0.9767826295407365E0	-1.02376922946529E0	1.255896349339699E0	1.285748037851775E0	0.2197547648116692E0	0.269000419655964E0
LSG1	LSG1	0.0E0	0.0E0	0.9929994301022305E0	-1.007049923379159E0	1.166252135261982E0	1.17447412345636E0	0.1646093876203764E0	0.1900562377873356E0
ITPRID2	ITPRID2	0.0E0	0.0E0	0.9918371061146051E0	-1.008230075115229E0	1.106084189263171E0	1.115187345224574E0	0.1141515624736616E0	0.1364849792793513E0
ITPR3	ITPR3	0.0E0	0.0E0	0.9504047004840815E0	-1.052183348304841E0	1.481267201622449E0	1.55856468393725E0	0.3757043678290917E0	0.4485573443239357E0
ITPR2	ITPR2	0.0E0	0.0E0	0.943477816103836E0	-1.059908333753492E0	4.637133770335334E0	4.91493672790817E0	0.8667440582127002E0	0.9088450445235574E0
ITPR1	ITPR1	0.0E0	0.0E0	0.9662637944036834E0	-1.034914073974112E0	1.781411199050276E0	1.84360752143223E0	0.4473229042586094E0	0.4982750774618271E0
RBM39	RBM39	0.0E0	0.0E0	1.017307062536816E0	1.017307062536816E0	3.1720552994124E0	3.118090315329552E0	0.7841192839029328E0	0.8217882615675539E0
ITPKB	ITPKB	0.0E0	0.0E0	0.9030110486672119E0	-1.107406162389638E0	4.129130473606822E0	4.57262453178304E0	0.8181952919455375E0	0.8775743114306966E0
ITPK1	ITPK1	0.0E0	0.0E0	0.9731770300621899E0	-1.027562271929184E0	1.356082702066395E0	1.393459422259212E0	0.2827187353662282E0	0.3334954986908019E0
ITPA	ITPA	0.0E0	0.0E0	0.9966231148565211E0	-1.003388327135043E0	1.072888625541772E0	1.076523923184574E0	0.08433670088832144E0	0.1002612143614735E0
LRSAM1	LRSAM1	0.0E0	0.0E0	0.9941763539402049E0	-1.005857759578282E0	1.144364757526126E0	1.151068171145573E0	0.1455853470446928E0	0.1644432262357692E0
IMPAD1	.	0.0E0	0.0E0	0.9847362064156642E0	-1.015500388312007E0	1.101813637953447E0	1.118892177189191E0	0.1092537312727448E0	0.1387970067214151E0
KCMF1	KCMF1	0.0E0	0.0E0	0.9722053629394337E0	-1.028589265313791E0	1.447748565445421E0	1.489138633290601E0	0.3497540646418692E0	0.4055104323699423E0
LZTR1	LZTR1	0.0E0	0.0E0	0.9957482305357735E0	-1.004269924197544E0	1.067551520983974E0	1.072109885055548E0	0.07860853117961623E0	0.09463426685565328E0
IMPA1	IMPA1	0.0E0	0.0E0	0.9896868384034662E0	-1.010420631250559E0	1.123984064454764E0	1.135696687921951E0	0.1298913390813851E0	0.1550457890204565E0
RBAK	RBAK	0.0E0	0.0E0	0.983964203261076E0	-1.016297134271529E0	1.137387139687448E0	1.155923290621644E0	0.1371610462057373E0	0.1735610689189331E0
RB1CC1	RB1CC1	0.0E0	0.0E0	0.9842471069670053E0	-1.016005018375454E0	2.022733577201147E0	2.0551074652729E0	0.5617729485753027E0	0.6130804234667111E0
TULP4	TULP4	0.0E0	0.0E0	0.9785901142722335E0	-1.021878297578848E0	1.710768025600872E0	1.748196717553345E0	0.4365499467382503E0	0.4827265804681777E0
MAP1LC3B	MAP1LC3B	0.0E0	0.0E0	1.011546123581541E0	1.011546123581541E0	1.138933247086819E0	1.125933084548081E0	0.1497433561052031E0	0.150513998287124E0
HUWE1	HUWE1	0.0E0	0.0E0	0.9529748767020051E0	-1.049345606529247E0	3.834492464254369E0	4.023707820634828E0	0.8307980155333246E0	0.8770126678159926E0
RB1	RB1	0.0E0	0.0E0	0.9956052388308136E0	-1.004414160349686E0	1.528133585829871E0	1.534879012513465E0	0.3591153399466172E0	0.3931822107390401E0
HUS1	.	0.0E0	0.0E0	0.9899802275608452E0	-1.010121184403695E0	1.072416089148203E0	1.083270210143961E0	0.07977841477931094E0	0.1022946898310241E0
HTT	HTT	0.0E0	0.0E0	0.9516029018926391E0	-1.050858502019177E0	1.991482735358479E0	2.092766564075863E0	0.56774389202314E0	0.63512666599471E0
HTRA4	HTRA4	0.0E0	0.0E0	0.9976473190002395E0	-1.0023582291607E0	1.050969061197496E0	1.053447487084606E0	0.05689582875421717E0	0.06792036965368423E0
MAP2K1	MAP2K1	0.0E0	0.0E0	0.985261989117986E0	-1.014958468960329E0	1.47410802122397E0	1.496158420303622E0	0.3484740280703909E0	0.3911537983791575E0
TUT4	TUT4	0.0E0	0.0E0	0.9654264652801486E0	-1.035811670762329E0	2.642111248862977E0	2.736729667024703E0	0.7009571438742783E0	0.7591902246257738E0
RBBP4	RBBP4	0.0E0	0.0E0	0.9961794678190239E0	-1.003835184627265E0	1.205271872354471E0	1.209894312510999E0	0.2020367935850085E0	0.2308386816660358E0
TUT7	TUT7	0.0E0	0.0E0	0.9699402851568382E0	-1.030991304622739E0	1.981095371970669E0	2.04249210213011E0	0.5548214304653075E0	0.6178935028843969E0
TWF1	TWF1	0.0E0	0.0E0	1.00512654231299E0	1.00512654231299E0	1.114115360683997E0	1.108432932355167E0	0.1228699992023522E0	0.1326494755041994E0
MAP2K2	MAP2K2	0.0E0	0.0E0	0.97943615832703E0	-1.020995591696446E0	1.145058903172122E0	1.169100092371504E0	0.1521478209180823E0	0.1926245936368807E0
TWNK	TWNK	0.0E0	0.0E0	0.9905095251513865E0	-1.00958140695029E0	1.028884970752639E0	1.038743136362457E0	0.03317766737694602E0	0.0497522733822414E0
TXK	.	0.0E0	0.0E0	0.9528893359187153E0	-1.049439806182597E0	1.7602013339819E0	1.847225346776314E0	0.4302675608560155E0	0.4983514755491535E0
MAP2K3	MAP2K3	0.0E0	0.0E0	1.001321901883998E0	1.001321901883998E0	1.146874576365189E0	1.145360522133125E0	0.1526746920219731E0	0.166721258397673E0
TXLNA	TXLNA	0.0E0	0.0E0	0.9830514707432015E0	-1.017240734347292E0	1.137131465512071E0	1.156736447026912E0	0.1444069039652396E0	0.1810361070792174E0
HTATSF1	HTATSF1	0.0E0	0.0E0	1.005702800327003E0	1.005702800327003E0	1.09798914964398E0	1.091763043005319E0	0.1055648866981405E0	0.1121400000618686E0
MAP2K4	MAP2K4	0.0E0	0.0E0	0.9633994719786065E0	-1.037991019391182E0	1.766449223255723E0	1.833558429949969E0	0.4665839379049593E0	0.5264518795182074E0
HSPH1	HSPH1	0.0E0	0.0E0	1.057245159955449E0	1.057245159955449E0	1.342338752504936E0	1.26965703258599E0	0.2727360349540447E0	0.2525442676820397E0
MAP2K5	MAP2K5	0.0E0	0.0E0	0.9695784600200255E0	-1.031376047668537E0	1.85168719238094E0	1.909785817996303E0	0.4926105151045319E0	0.5478698993124718E0
TVP23B	TVP23B	0.0E0	0.0E0	0.9776708779669836E0	-1.022839099063121E0	1.192008688673111E0	1.219233093197817E0	0.1838532078090101E0	0.2290533026684237E0
HSPD1	HSPD1	0.0E0	0.0E0	1.019024902329451E0	1.019024902329451E0	1.225805441351987E0	1.202920005732778E0	0.2145017914915874E0	0.2199450799984845E0
MANEA	MANEA	0.0E0	0.0E0	0.9969463114122025E0	-1.0030630421647E0	1.069668792729923E0	1.072945233344318E0	0.07834419024300628E0	0.09211980483130698E0
MANBAL	MANBAL	0.0E0	0.0E0	0.9935507497743173E0	-1.006491113037907E0	1.034030910059537E0	1.040742921581423E0	0.03962428147875144E0	0.05382644743373188E0
MAN1A2	MAN1A2	0.0E0	0.0E0	0.9848175958539995E0	-1.015416463119584E0	2.20104181384777E0	2.234974093795616E0	0.5867612028411571E0	0.6307335806833448E0
IDH3B	IDH3B	0.0E0	0.0E0	1.001522811534041E0	1.001522811534041E0	1.045017401908557E0	1.043428457019262E0	0.05181907385255245E0	0.05870708098082374E0
MAN1B1	MAN1B1	0.0E0	0.0E0	0.9875106968966763E0	-1.012647258548765E0	1.100587962617516E0	1.114507383136398E0	0.1113668679844247E0	0.1401776858397101E0
IDH2	IDH2	0.0E0	0.0E0	1.001993645018578E0	1.001993645018578E0	1.158872861121392E0	1.156567076929819E0	0.1638929940641917E0	0.1798228803348116E0
MAN1C1	MAN1C1	0.0E0	0.0E0	0.9371101949712348E0	-1.067110362651316E0	1.506963023338233E0	1.608095858336585E0	0.3315836172635819E0	0.4050604443051324E0
IDE	IDE	0.0E0	0.0E0	0.9852655302812611E0	-1.014954821077048E0	1.303198600386953E0	1.322687702283599E0	0.2618273984672299E0	0.3008510250456058E0
MAN2A1	MAN2A1	0.0E0	0.0E0	0.9367522980757238E0	-1.067518064331627E0	3.479227325893447E0	3.714138020307475E0	0.7737743182617047E0	0.8294474980083038E0
ID2	ID2	0.0E0	0.0E0	1.019661910614968E0	1.019661910614968E0	1.16975891123657E0	1.147202714016332E0	0.1647428852551337E0	0.1619551037561275E0
TUBGCP5	TUBGCP5	0.0E0	0.0E0	0.9958227622745994E0	-1.004194760236108E0	1.09570768551327E0	1.100303916542859E0	0.1014146976989535E0	0.1215430332712562E0
ICOS	ICOS	0.0E0	0.0E0	0.9711841877319853E0	-1.029670800484621E0	1.579477236324592E0	1.62634159027358E0	0.364708786272874E0	0.4073399835711398E0
MAN2B1	.	0.0E0	0.0E0	0.9940599713697506E0	-1.005975523410388E0	1.081225093418479E0	1.0876859792761E0	0.09053392775734104E0	0.1080790311697251E0
HYOU1	HYOU1	0.0E0	0.0E0	0.9985306679486426E0	-1.001471494164897E0	1.113636442433475E0	1.115275151960332E0	0.1207802419217466E0	0.1384006708461288E0
ICK	.	0.0E0	0.0E0	0.9911886350118552E0	-1.008889695338405E0	1.166972364239864E0	1.177346393026294E0	0.1581429104543867E0	0.1844788671206471E0
ICE1	ICE1	0.0E0	0.0E0	0.9772147937291933E0	-1.023316477008964E0	1.669925321471659E0	1.70886209683644E0	0.4487933427596279E0	0.5021977736620903E0
ICAM3	.	0.0E0	0.0E0	0.9993787541107957E0	-1.000621632075576E0	1.065694084128571E0	1.066356553754017E0	0.0743968834200867E0	0.08509425108222705E0
ICAM2	ICAM2	0.0E0	0.0E0	0.9973870189026564E0	-1.002619826654871E0	1.162196379823962E0	1.16524113287802E0	0.1625534876842921E0	0.1831324660209199E0
MAN2B2	MAN2B2	0.0E0	0.0E0	0.9858626115768315E0	-1.01434012027351E0	1.186884944748325E0	1.203905017606834E0	0.1864151384901696E0	0.2215097350475397E0
TUBGCP6	TUBGCP6	0.0E0	0.0E0	0.9911405672657704E0	-1.008938623871153E0	1.11369180082064E0	1.123646672936563E0	0.1260038804515467E0	0.1513955735585055E0
MAN2C1	MAN2C1	0.0E0	0.0E0	0.9853041096952798E0	-1.014915080694492E0	1.219807494687524E0	1.238001021902535E0	0.2149755234106639E0	0.2513844320507315E0
IBTK	IBTK	0.0E0	0.0E0	0.9970906585382571E0	-1.002917830426782E0	1.287510107615386E0	1.291266843782175E0	0.2461586486123491E0	0.2798144398842928E0
IARS2	IARS2	0.0E0	0.0E0	0.9974022744788679E0	-1.002604491274586E0	1.1729200449797E0	1.175974905002637E0	0.167532747536589E0	0.1885988414795406E0
IARS	.	0.0E0	0.0E0	0.9735000648385785E0	-1.027221297787808E0	1.380507741246061E0	1.418086953568894E0	0.3119471614588081E0	0.3693724851621584E0
IAH1	IAH1	0.0E0	0.0E0	1.001316716508778E0	1.001316716508778E0	1.040211422205535E0	1.038843559740387E0	0.04656847893260731E0	0.05312924593907349E0
ICE2	ICE2	0.0E0	0.0E0	0.9894277564924129E0	-1.010685210151236E0	1.199035752293476E0	1.211847701285577E0	0.1889757697860004E0	0.2211637990618202E0
MAN1A1	MAN1A1	0.0E0	0.0E0	0.9738536713144214E0	-1.026848313515406E0	2.210672853173477E0	2.270025691015475E0	0.5832645139793944E0	0.6319270857887831E0
MAP2K6	MAP2K6	0.0E0	0.0E0	0.9831556989417927E0	-1.017132892660173E0	1.456140108755771E0	1.481088000937257E0	0.3022225352730999E0	0.3375853003300525E0
HSPB11	HSPB11	0.0E0	0.0E0	0.9959035496938158E0	-1.004113300236196E0	1.065490838673839E0	1.069873522392221E0	0.06995631981626241E0	0.0836236387308811E0
MAP3K14	MAP3K14	0.0E0	0.0E0	0.9765114653606007E0	-1.024053516494786E0	1.480531720014555E0	1.51614371416298E0	0.3676730650869456E0	0.4211799697328845E0
RASSF5	RASSF5	0.0E0	0.0E0	0.9544607827648693E0	-1.047711983622013E0	1.589047434492444E0	1.664864039661549E0	0.4319464914910681E0	0.5034806156996112E0
TXNDC12	TXNDC12	0.0E0	0.0E0	0.9997944507702962E0	-1.000205591488876E0	1.094460068834703E0	1.094685080509771E0	0.09663192137136986E0	0.1087461783650436E0
HS6ST1	HS6ST1	0.0E0	0.0E0	0.9924638015506122E0	-1.007593423999559E0	1.10352679376891E0	1.111906340608871E0	0.1094835697471017E0	0.1301640469640147E0
TXNDC15	TXNDC15	0.0E0	0.0E0	0.9849685902365777E0	-1.01526080111835E0	1.140713467439989E0	1.158121668799614E0	0.1484698414329864E0	0.1825489207837478E0
TXNDC16	TXNDC16	0.0E0	0.0E0	1.001900112566515E0	1.001900112566515E0	1.152276624631265E0	1.150091321658343E0	0.1438130471009738E0	0.1565230494501995E0
TXNIP	TXNIP	0.0E0	0.0E0	1.045424452937711E0	1.045424452937711E0	1.409998116777937E0	1.348732672949968E0	0.3280030148976928E0	0.3267532584621381E0
TXNL1	TXNL1	0.0E0	0.0E0	0.9945072041377597E0	-1.00552313330601E0	1.103604968945477E0	1.109700326306138E0	0.1127050073660539E0	0.1337150380102737E0
HS2ST1	HS2ST1	0.0E0	0.0E0	0.9824195371348091E0	-1.017895066415784E0	1.542460488703874E0	1.570062921592952E0	0.3546978585899563E0	0.3926503887246277E0
RASSF3	RASSF3	0.0E0	0.0E0	0.9334258580652474E0	-1.071322367341252E0	2.043289471045403E0	2.189021713283815E0	0.5373916033432385E0	0.6096063128621333E0
TXNL4A	TXNL4A	0.0E0	0.0E0	0.9860095705684429E0	-1.014188938778243E0	1.094547705388885E0	1.110078175770514E0	0.1043626095873255E0	0.1307916249625443E0
RAVER1	RAVER1	0.0E0	0.0E0	0.9946055904097059E0	-1.005423667071962E0	1.096214808116265E0	1.102160312274842E0	0.1091012449882172E0	0.127076304519167E0
MAP3K21	MAP3K21	0.0E0	0.0E0	0.9938576817052537E0	-1.006180279538824E0	1.102495067842505E0	1.109308795551947E0	0.09753076322582444E0	0.1143039667298646E0
HPSE	HPSE	0.0E0	0.0E0	0.9851897483450798E0	-1.015032892577088E0	1.113197682981287E0	1.129932264166608E0	0.1141114500700221E0	0.1443850648188484E0
TXNRD2	TXNRD2	0.0E0	0.0E0	0.9918366304017813E0	-1.008230558690812E0	1.092170622518211E0	1.101159796927228E0	0.09913319973450396E0	0.1202363477604171E0
HPS5	HPS5	0.0E0	0.0E0	0.9874363390137507E0	-1.012723514914185E0	1.13644925950322E0	1.150908888605723E0	0.140291405434342E0	0.168439587970073E0
HPS4	HPS4	0.0E0	0.0E0	0.9895014129080817E0	-1.010609976858005E0	1.130362597214094E0	1.14235571821169E0	0.1373489439469058E0	0.1625325061836991E0
HPS3	HPS3	0.0E0	0.0E0	0.9784352893988343E0	-1.02203999675279E0	1.206629680875895E0	1.23322379512422E0	0.1877605349077007E0	0.2270974213139345E0
HPS1	HPS1	0.0E0	0.0E0	0.9923835958780504E0	-1.007674858949286E0	1.103163153967059E0	1.111629775571806E0	0.1116394192115816E0	0.133587900779892E0
MAP4	MAP4	0.0E0	0.0E0	1.004996746078987E0	1.004996746078987E0	1.560946472693568E0	1.553185598643606E0	0.390853770769776E0	0.4186662433156577E0
MAP4K1	MAP4K1	0.0E0	0.0E0	0.9907831670549887E0	-1.00930257320823E0	1.467303576490173E0	1.480953275429171E0	0.3691496300274408E0	0.4089150372660192E0
MAP4K2	MAP4K2	0.0E0	0.0E0	0.9753496625898734E0	-1.025273333611119E0	1.187315970930787E0	1.217323403565931E0	0.1850406824619211E0	0.228604332099924E0
HPCAL1	HPCAL1	0.0E0	0.0E0	0.9208390070091708E0	-1.085966159543935E0	2.163070467408992E0	2.349021328315048E0	0.5583112092810412E0	0.6366459992496203E0
TXNRD1	TXNRD1	0.0E0	0.0E0	0.9989424114523785E0	-1.001058708225316E0	1.183229705239994E0	1.18448240026137E0	0.1775509457355348E0	0.1928169586945325E0
HSPBAP1	HSPBAP1	0.0E0	0.0E0	0.9892301284489611E0	-1.010887124483284E0	1.100256327696683E0	1.112234955299838E0	0.1030521428509731E0	0.1270928935479941E0
TXNDC11	TXNDC11	0.0E0	0.0E0	0.9757897791306824E0	-1.024810898194574E0	1.408682181629176E0	1.443632851826088E0	0.3276234267267477E0	0.3745704161903227E0
HSD17B6	HSD17B6	0.0E0	0.0E0	0.9904887179967158E0	-1.009602615184271E0	1.068744592462309E0	1.079007335513995E0	0.07325404791626032E0	0.09281541105220216E0
HSPA14	HSPA14	0.0E0	0.0E0	1.009732488780641E0	1.009732488780641E0	1.182194278974862E0	1.170799486111898E0	0.178464577762965E0	0.1888179961125289E0
MAP2K7	.	0.0E0	0.0E0	0.9975455665516495E0	-1.002460472514389E0	1.08859045163638E0	1.091268898522057E0	0.09722066429747112E0	0.1110925365052381E0
HSPA9	HSPA9	0.0E0	0.0E0	1.001995591926072E0	1.001995591926072E0	1.501608670889102E0	1.498618040826562E0	0.3851732880942008E0	0.4155168880829709E0
HSPA8	HSPA8	0.0E0	0.0E0	1.0274624150795E0	1.0274624150795E0	2.087546735076961E0	2.031749973954461E0	0.5845463778205123E0	0.6182127212427851E0
HSPA5	HSPA5	0.0E0	0.0E0	1.058711521331793E0	1.058711521331793E0	1.597575583900412E0	1.508981012968256E0	0.4218833583563004E0	0.4183738747605628E0
